PCTime	MagType	HX	HY	HZ	AsX	AsY	AsZ	Q0	Q1	Q2	Q3
2026-04-25 22:05:40.889	6	-17.227	32.060	-28.367	9.155	50.354	-46.021	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:40.952	6	-17.227	32.060	-28.367	34.424	27.893	-66.467	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.076	6	-17.227	32.060	-28.367	26.184	11.841	-71.716	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.153	6	-17.227	32.060	-28.367	11.658	38.147	-148.56	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.243	6	-17.227	32.060	-28.367	11.658	38.147	-148.56	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.370	6	-30.780	6.800	-60.033	11.475	-45.532	-67.078	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.564	6	-32.767	6.800	-60.033	-25.879	-21.606	-26.062	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.708	6	-32.767	-0.707	-62.793	-37.048	-34.729	130.676	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:41.971	6	-36.153	-8.860	-65.060	32.959	-6.714	155.64	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:42.183	6	-34.567	-6.100	-64.587	20.813	-35.156	40.649	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:42.359	6	-31.440	0.293	-63.327	-12.634	14.221	9.705	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:42.572	6	-29.367	3.727	-62.560	12.146	13.245	15.747	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:42.863	6	-24.513	8.053	-62.287	10.986	8.728	-1.221	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:43.003	6	-20.227	11.527	-61.347	18.982	7.69	3.174	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:43.284	6	-18.593	11.700	-61.927	26.062	22.644	0.183	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:43.705	6	-18.000	10.980	-62.747	17.7	-4.822	-9.827	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:44.319	6	-17.427	11.367	-62.613	1.16	0.366	-1.465	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:44.575	6	-17.880	11.667	-62.353	0.427	-0.671	-1.465	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:45.184	6	-19.067	12.527	-61.460	-6.287	-3.357	0.977	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:45.606	6	-19.040	13.280	-60.360	-11.169	-1.77	-0.305	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:45.716	6	-19.040	13.867	-59.940	-19.287	-2.014	-0.916	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:45.992	6	-19.300	14.753	-58.720	-35.767	-2.502	3.357	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:46.195	6	-19.680	16.267	-57.107	-37.354	-6.042	-1.343	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:46.404	6	-19.953	17.967	-54.547	-15.076	0.549	-0.977	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:46.559	6	-20.340	19.813	-51.593	-8.362	-4.822	-3.601	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:46.795	6	-20.640	21.580	-48.340	-42.419	-8.789	-4.333	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:47.014	6	-21.140	23.253	-43.927	-62.439	-3.357	-4.333	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:47.137	6	-21.767	24.480	-39.027	-26.306	-6.165	5.371	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:47.396	6	-21.840	25.340	-33.333	-23.376	-1.282	-0.671	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:47.606	6	-21.700	25.713	-27.220	-32.349	-2.197	7.446	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:47.814	6	-21.180	25.393	-21.487	-34.119	17.151	0.854	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:48.008	6	-20.793	25.027	-18.720	-31.25	-2.869	3.723	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:48.207	6	-20.453	24.467	-16.127	-38.635	8.972	-1.099	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:48.426	6	-19.713	20.293	-5.560	-25.818	9.399	-0.793	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:48.625	6	-19.980	17.313	-0.773	-31.189	4.028	7.141	0.95294	-0.03644	0.02206	-0.29999
2026-04-25 22:05:48.758	6	-20.027	15.667	1.293	-31.982	2.563	12.268	0.95294	-0.03644	0.02206	-0.29999
