PCTime	MagType	HX	HY	HZ	AsX	AsY	AsZ	Q0	Q1	Q2	Q3
2026-04-25 16:18:16.848	6	-10.353	48.273	21.913	14.343	1.831	-48.584	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:17.867	6	-9.867	18.380	25.880	15.747	-16.052	-86.243	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:18.516	6	-9.153	7.280	21.353	-27.1	-3.357	-136.841	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:18.872	6	-8.100	7.280	21.353	-7.996	2.258	-68.42	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:18.979	6	-8.100	-10.953	3.780	8.667	6.409	-68.665	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:20.044	6	-7.440	-13.253	-37.220	-0.061	-7.141	-37.903	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:20.462	6	-7.440	-10.033	-43.133	-2.197	-1.099	-58.655	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:20.879	6	-8.153	2.907	-54.173	7.874	-9.155	-55.969	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:21.445	6	-10.280	33.500	-62.020	-4.944	8.362	-39.551	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:22.036	6	-10.813	52.753	-56.207	-2.075	0.183	-23.621	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:22.482	6	-10.000	60.247	-50.533	7.751	4.883	-73.486	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:23.139	6	-10.280	70.087	-35.533	-4.761	-12.695	-24.902	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:23.474	6	-11.053	72.507	-26.773	-0.977	-2.136	-19.958	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:23.981	6	-10.853	73.513	-15.533	-5.127	-1.16	-9.338	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:24.701	6	-8.453	67.320	5.780	1.648	-8.789	-12.146	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:25.085	6	-7.993	65.520	9.027	6.531	20.63	7.446	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:25.589	6	-11.253	65.813	8.140	-24.048	120.056	-28.076	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:26.098	6	-21.940	65.680	4.640	-1.709	55.176	10.315	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:26.394	6	-34.153	65.680	4.640	-29.541	44.434	33.142	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:26.731	6	-34.153	63.960	-2.260	-2.686	7.629	-4.211	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:27.059	6	-38.853	63.960	-2.260	9.766	3.967	-10.681	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:27.425	6	-38.853	64.900	-14.800	0.854	0.122	-1.038	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:27.912	6	-39.800	64.720	-16.187	17.09	-4.333	-4.272	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:28.496	6	-47.340	56.720	-16.073	36.255	0.061	25.33	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:29.143	6	-51.080	51.367	-15.573	39.307	2.075	-1.099	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:29.822	6	-57.500	30.347	-16.200	31.128	10.803	-6.775	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:30.380	6	-54.693	11.347	-16.747	30.151	1.404	-1.587	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:30.693	6	-52.440	11.347	-16.747	27.954	-2.136	-1.038	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:31.067	6	-52.440	7.013	-16.907	12.329	7.324	7.507	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:31.402	6	-41.467	-6.640	-16.907	42.725	1.343	-2.808	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:32.008	6	-24.240	-15.600	-16.600	60.181	-6.409	11.536	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:32.526	6	-12.893	-16.873	-16.673	37.476	0.916	-3.967	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:33.150	6	21.807	-16.873	-16.673	95.032	-4.211	-1.892	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:33.443	6	21.807	-2.700	-16.560	42.114	0.122	-1.099	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:33.956	6	32.347	15.527	-15.260	39.368	4.517	0.549	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:34.554	6	34.107	36.453	-14.560	17.761	-2.075	-8.85	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:35.340	6	32.133	44.267	-14.947	20.142	-0.977	0.549	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:35.863	6	20.707	61.353	-15.273	29.663	-2.563	-6.714	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:36.495	6	-3.313	73.180	-15.307	49.744	-4.517	0.122	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:36.881	6	-18.893	73.220	-16.207	24.109	-0.183	2.38	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:37.604	6	-31.580	68.987	-16.347	79.102	20.569	23.621	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:38.147	6	-51.753	50.147	-16.347	27.771	-3.235	6.958	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:38.573	6	-53.413	47.093	-15.673	39.734	5.005	-0.671	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:39.043	6	-57.867	32.453	-17.073	50.903	-3.845	6.714	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:39.480	6	-56.627	16.720	-17.420	74.707	-5.371	11.536	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:39.979	6	-51.180	4.120	-16.773	34.607	-7.141	-0.488	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:40.492	6	-36.580	-10.847	-16.707	54.871	-2.991	-10.559	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:40.978	6	-8.953	-10.847	-16.707	17.09	0.183	0.671	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:41.282	6	-8.953	-18.073	-16.600	24.597	5.432	-2.014	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:41.623	6	4.760	-15.020	-15.973	39.185	-4.761	7.935	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:41.878	6	19.087	-15.020	-15.973	26.978	2.441	6.592	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:42.283	6	19.087	-6.027	-14.020	66.528	-5.432	-3.235	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:42.739	6	32.487	14.420	-13.607	47.668	-10.437	-6.775	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:43.306	6	34.773	33.753	-15.200	49.927	5.432	-11.658	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:43.892	6	22.900	59.007	-16.407	48.645	-1.404	3.174	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:44.334	6	12.333	67.647	-16.733	57.129	-5.188	-0.549	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:44.952	6	-10.880	73.973	-17.947	3.723	6.775	-5.432	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:45.450	6	-31.753	69.480	-18.520	100.281	1.526	-8.789	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:45.868	6	-49.167	52.747	-17.287	32.776	-1.221	8.362	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:46.559	6	-57.267	24.407	-18.347	62.5	5.737	20.691	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:46.958	6	-52.353	8.120	-19.333	173.95	13.062	-6.409	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:47.674	6	-32.640	-11.313	-19.607	29.602	-7.568	-6.958	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:48.456	6	7.420	-12.840	-18.333	62.988	2.563	9.216	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:48.870	6	18.773	-5.847	-18.333	66.406	3.479	-7.446	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:49.169	6	18.773	-5.847	-16.700	28.076	-0.122	0.305	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:49.521	6	33.833	-5.847	-16.700	62.683	9.888	0.671	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:49.870	6	33.833	19.967	-14.960	22.583	-4.944	2.563	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:50.255	6	31.960	43.980	-16.033	29.419	12.39	-6.775	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:50.965	6	12.760	66.320	-17.573	75.256	-6.531	1.587	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:51.538	6	-17.027	73.440	-18.260	35.278	7.385	10.01	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:51.885	6	-24.467	72.247	-18.647	44.8	1.099	-3.54	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:52.357	6	-35.613	67.287	-18.860	36.926	-0.122	1.343	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:52.914	6	-48.353	54.440	-18.233	36.072	5.92	-0.427	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:53.587	6	-56.980	22.440	-20.047	37.17	7.935	-2.441	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:53.817	6	-54.267	11.687	-20.873	3.601	-1.282	-8.24	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:54.082	6	-51.653	11.687	-20.873	86.792	2.563	3.357	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:54.145	6	-51.653	5.560	-20.833	107.788	2.319	-5.859	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:54.354	6	-43.967	-3.407	-20.120	52.612	2.197	-6.348	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:54.561	6	-32.567	-3.407	-20.120	44.922	3.54	1.587	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:55.004	6	-18.853	-16.267	-19.787	41.138	-0.549	-1.038	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:55.162	6	-10.293	-16.953	-19.920	61.157	2.075	-2.563	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:55.385	6	-1.827	-15.673	-19.860	39.185	-1.404	11.169	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:55.565	6	6.507	-13.113	-19.620	39.124	7.874	3.235	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:55.769	6	14.787	-8.220	-19.107	129.517	-0.122	-8.484	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:55.970	6	22.447	-0.520	-18.500	26.123	-0.732	16.846	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:56.183	6	28.500	9.453	-17.907	55.603	2.991	4.883	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:56.479	6	33.160	26.967	-17.507	92.468	7.263	-11.414	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:56.798	6	31.247	43.840	-17.547	33.875	27.466	-4.761	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:57.343	6	23.600	43.840	-17.547	86.243	-7.751	4.883	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:57.509	6	23.600	57.420	-16.847	48.767	3.601	5.31	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:57.704	6	-4.813	57.420	-16.847	30.884	0.244	-0.427	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:57.776	6	-4.813	72.847	-16.207	-25.757	-0.305	-1.709	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:58.191	6	-19.680	73.580	-17.107	31.799	12.878	-2.319	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:58.428	6	-27.553	73.580	-17.107	24.597	3.479	-3.357	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:58.596	6	-27.553	71.400	-17.320	13.916	-1.526	2.808	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:58.920	6	-37.313	66.007	-16.447	-13.062	-7.629	-16.907	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:59.090	6	-38.900	66.007	-16.447	18.677	-10.01	-41.382	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:59.506	6	-40.200	59.333	-6.287	-4.089	29.053	-20.752	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:59.715	6	-40.627	54.773	-2.607	-5.981	-5.31	-6.104	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:18:59.909	6	-42.893	39.167	7.613	-0.793	9.216	1.465	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:00.113	6	-44.880	29.267	11.567	-1.709	17.761	-5.31	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:00.315	6	-46.540	23.007	11.113	-0.427	31.067	-13.428	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:00.531	6	-48.900	23.007	11.113	-4.333	30.823	-14.526	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:00.654	6	-48.900	22.140	8.280	10.01	63.416	4.761	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:00.809	6	-50.893	21.667	4.400	-2.136	49.377	-1.648	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:01.007	6	-53.167	21.473	-1.260	-4.639	42.725	-6.897	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:01.227	6	-55.427	21.433	-8.060	-6.836	26.367	-2.991	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:01.403	6	-56.253	21.580	-11.360	-7.324	25.696	1.038	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:01.613	6	-57.127	22.780	-21.587	-6.836	59.509	10.62	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:01.819	6	-56.453	23.613	-27.900	4.333	23.499	3.601	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:02.055	6	-54.553	23.867	-34.160	7.08	53.04	16.113	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:02.213	6	-52.127	23.253	-40.107	-4.211	39.368	-10.193	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:02.421	6	-49.080	22.840	-45.120	-0.183	40.771	-4.333	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:02.653	6	-45.127	22.373	-49.920	0.732	43.64	2.808	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:02.823	6	-40.853	22.193	-54.073	16.052	38.269	0.61	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:03.017	6	-35.640	22.667	-57.687	17.822	52.246	-0.305	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:03.237	6	-30.080	22.487	-60.520	3.906	12.512	-5.432	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:03.424	6	-25.400	22.347	-62.260	2.808	29.602	4.395	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:03.617	6	-21.380	22.233	-63.260	-2.014	18.25	5.066	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:03.825	6	-18.053	21.913	-63.707	5.188	11.536	5.005	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:04.038	6	-14.913	21.913	-63.707	-0.427	13.855	-6.348	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:04.332	6	-8.193	22.053	-63.833	-1.282	19.47	-6.775	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:04.478	6	-5.193	22.180	-63.233	-2.441	63.171	-3.174	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:04.755	6	5.333	22.580	-60.047	-0.488	28.564	-1.404	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:04.880	6	8.720	22.627	-58.347	-10.742	72.754	0.427	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:05.155	6	15.960	22.620	-53.273	3.357	41.748	-3.235	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:05.305	6	25.300	22.620	-53.273	6.592	49.194	-3.052	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:05.454	6	25.300	22.960	-43.300	4.272	35.034	1.953	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:05.630	6	31.487	24.260	-32.987	-4.211	50.232	-0.61	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:05.844	6	33.073	24.793	-29.600	-0.793	81.055	-4.822	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:06.046	6	34.307	25.107	-23.020	7.507	51.697	-6.714	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:06.187	6	34.360	25.727	-15.887	-2.197	26.428	-2.625	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:06.556	6	32.500	26.113	-4.847	-3.113	13.855	-3.662	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:06.778	6	29.933	26.000	2.213	3.54	17.09	-2.319	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:06.945	6	26.333	25.873	8.453	-4.272	45.593	2.686	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:07.099	6	20.800	25.567	14.580	-5.737	141.724	3.906	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:07.371	6	14.233	25.287	19.667	-17.761	45.898	7.446	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:07.582	6	7.360	25.493	23.680	3.784	54.626	-3.113	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:07.755	6	0.033	25.833	26.567	-9.949	3.723	-3.113	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:07.976	6	-6.613	25.673	27.593	6.836	48.462	-12.451	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:08.179	6	-13.167	25.113	27.413	14.771	41.077	-12.939	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:08.388	6	-20.867	23.833	26.027	-3.357	19.897	3.845	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:08.566	6	-28.740	22.893	23.000	0.061	15.137	-0.183	0.7262	-0.63889	0.17682	-0.18198
2026-04-25 16:19:08.716	6	-35.900	22.367	19.240	-4.944	47.302	-0.854	0.7262	-0.63889	0.17682	-0.18198
